scientificName,decimalLongitude,decimalLatitude
Mahonia fortunei (Lindl.) Fedde,105.232627,28.325423
Mahonia bealei (Fort.) Carr.,105.232627,28.325423
Mahonia polyodonta Fedde,109.664202,28.301847
Mahonia fortunei (Lindl.) Fedde,117.291068,28.301024
Mahonia bealei (Fort.) Carr.,117.291068,28.301024
Mahonia conferta Takeda,102.422441,28.297699
Mahonia fortunei (Lindl.) Fedde,107.223611,28.289083
Mahonia eurybracteata Fedde,107.223611,28.289083
Mahonia bealei (Fort.) Carr.,107.223611,28.289083
Mahonia conferta Takeda,103.574976,28.279894
Mahonia gracilipes Fedde,103.574976,28.279894
Mahonia bealei (Fort.) Carr.,103.574976,28.279894
Mahonia fortunei (Lindl.) Fedde,112.932822,28.203061
Mahonia bealei Carr.,112.932822,28.203061
Mahonia fortunei (Lindl.) Fedde.,106.6,28.2
Mahonia bealei (Fort.) Carr.,106.6,28.2
Mahonia fortunei (Nees) Kuntze,110.152432,28.1987
Mahonia fortunei (Lindl.) Fedde,108.0688889,28.19666667
Mahonia eurybracteata Fedde,108.0688889,28.19666667
Mahonia bealei (Fort.) Carr,108.0688889,28.19666667
Mahonia fortunei (Lindl.) Fedde,105.472448,28.171722
Mahonia bealei (Fort.) Carr.,113.612605,28.166519
Mahonia fortunei (Lindl.) Fedde,108.844444,28.16
Mahonia eurybracteata Fedde,108.844444,28.16
Mahonia bealei (Fort.) Carr.,108.844444,28.16
Mahonia gracilipes (Oliv.) Fedde,105.321612,28.141041
Mahonia gracilipes (Oliv.) Fedde,105.3,28.14
Mahonia bealei (Fort.) Carr.,120.926887,28.137353
Mahonia fortunei Hort. ex Dippel,114.462025,28.135452
Mahonia fortunei (Lindl.) Fedde.,106.78075,28.126981
Mahonia bealei (Fort.) Carr.,106.78075,28.126981
Mahonia bealei (Fortune) Carri√®re,119.138101,28.091982
Mahonia eurybracteata Fedde,109.063611,28.064722
Mahonia bealei (Fortune) Carri√®re,109.063611,28.064722
Mahonia fortunei (Lindl.) Fedde,105.810516,28.058785
Mahonia conferta Takeda,98.315364,28.056947
Mahonia bealei (Fort.) Carr.,98.315363,28.056946
Mahonia bealei (Fort.) Carr.,98.315362,28.056945
Mahonia longibracteata Takeda,98.315361,28.056944
Mahonia gracilipes (Oliver) Fidde,103.5545,28.0419
Mahonia fortunei (Lindl.) Fedde.,108.425215,28.032734
Mahonia fortunei (Lindl.) Fedde,120.70188,27.988072
Mahonia bealei (Fortune) Carri√®re,120.70188,27.988072
Mahonia eurybracteata Fedde,107.687328,27.978307
Mahonia conferta Takeda,107.333716,27.977731
Mahonia fortunei (Lindl.) Fedde,107.333716,27.977731
Mahonia bealei (Fortune) Carri√®re,107.333716,27.977731
Mahonia bealei (Fort.) Carr.,119.62403,27.971643
Mahonia bealei (Fort.) Carr.,109.583103,27.950019
Mahonia bealei (Fort.) Carr.,117.48967,27.946203
Mahonia fortunei (Lindl.) Fedde,110.609597,27.925965
Mahonia bealei Carr.,110.609597,27.925965
Mahonia bealei (Fort.) Carr.,108.328404,27.916718
Mahonia conferta Takeda,102.27378,27.905944
Mahonia bealei (Fort.) Carr.,118.456601,27.902705
Mahonia bealei (Fort.) Carr.,102.2652664,27.8972454
Mahonia fortunei (Lindl.) Fedde,117.8475,27.879444
Mahonia bealei (Fort.) Carr,108.20808,27.865573
Mahonia taronensis Hand. -Mazz.,98.463472,27.848681
Mahonia bealei (Fortune) Carri√®re,121.160671,27.847747
Mahonia bealei (Fortune) Carri√®re,120.113589,27.803698
Mahonia fortunei (Lindl.) Fedde.,106.439593,27.790319
Mahonia bealei (Fort.) Carr.,106.439593,27.790319
Mahonia polyodonta Fedde,107.576082,27.765495
Mahonia fortunei (Lindl.) Fedde,108.772778,27.762778
Mahonia eurybracteata Fedde,108.772778,27.762778
Mahonia gracilipes (Oliv.) Fedde,108.772778,27.762778
Mahonia bealei (Fort.) Carr.,108.772778,27.762778
Mahonia bealei (Fortune) Carriere,117.5167028,27.750125
Mahonia bealei (Fortune) Carri√®re,116.064,27.736829
Mahonia taronensis Hand.-Mazz.,98.668377,27.728907
Mahonia bealei (Fort.) Carr.,117.92233,27.709243
Mahonia bealei (Fort.) Carr.,117.028053,27.700331
Mahonia bealei (Fortune) Carr.,107.062071,27.689181
Mahonia bealei (Fortune) Carriere,117.241944,27.684444
Mahonia fortunei (Lindl.) Fedde,117.968056,27.679723
Mahonia fortunei (Lindl.) Fedde,120.518185,27.673484
Mahonia bealei (Fort.) Carr.,120.518185,27.673484
Mahonia bealei (Fortune) Carri√®re,113.871847,27.650674
Mahonia bealei (Fortune) Carri√®re,119.074087,27.642075
Mahonia fortunei (Lindl.) Fedde.,108.3152778,27.64138889
Mahonia bealei (Fort.) Carr.,108.3152778,27.64138889
Mahonia fortunei (Lindl.) Fedde,117.933333,27.633333
Mahonia fortunei (Lindl.) Fedde,108.8533333,27.62055556
Mahonia eurybracteata Fedde,108.8533333,27.62055556
Mahonia bealei (Fort.) Carr.,108.8533333,27.62055556
Mahonia bealei (Fort.) Carr.,104.040073,27.620168
Mahonia fortunei (Lindl.) Fedde,108.7494444,27.60055556
Mahonia fortunei (Lindl.) Fedde,119.698814,27.561401
Mahonia bealei (Fort.) Carr.,119.698814,27.561401
Mahonia bealei (Fort.) Carr.,106.998489,27.559606
Mahonia bealei (Siebold et Zucc.) Nakai in T. Mori,114.2481,27.5575
Mahonia bealei (Fort.) Carr.,117.5286111,27.54944444
Mahonia bealei (Fort.) Carr.,109.677605,27.500024
Mahonia bealei (Fort.) Carr.,109.1988889,27.49777778
Mahonia bealei (Fort.) Carr.,117.345082,27.490118
Mahonia bealei (Fort.) Carr.,117.385278,27.476944
Mahonia fortunei (Lindl.) Fedde,114.3414,27.4733
Mahonia bealei (Fort.) Carr.,114.3414,27.4733
Mahonia fortunei (Lindl.) Fedde,119.540748,27.47306
Mahonia fortunei (Lindl.) Fedde.,105.999924,27.463559
Mahonia fortunei (Lindl.) Fedde.,108.4755556,27.46027778
Mahonia bealei (Fort.) Carr.,108.4755556,27.46027778
Mahonia conferta Takeda,100.65,27.45
Mahonia bealei (Fortune) Carri√®re,101.6666667,27.45
Mahonia conferta Takeda,104.865454,27.444461
Mahonia bealei (Fort.) Carr.,114.1715,27.4441
Mahonia bealei (Fort.) Carr.,115.7892,27.430231
Mahonia bealei (Fort.) Carr.,102.16707,27.415432
Mahonia conferta Takeda,102.151548,27.413893
Mahonia fortunei (Lindl.) Fedde,114.619889,27.392869
Mahonia fortunei (Lindl.) Fedde,120.030459,27.386562
Mahonia cardiophylla Ying et Boufford,102.5399387,27.376188
Mahonia bealei (Fortune) Carri√®re,118.016063,27.35189
Mahonia fortunei (Lindl.) Fedde,109.18837,27.330288
Mahonia cardiophylla Ying et Boufford,109.05244,27.27538
Mahonia bealei (Fort.) Carr.,109.05244,27.27538
Mahonia bealei (Fort.) Carr.,105.29744,27.274032
Mahonia bealei (Fort.) Carr.,112.834745,27.253725
Mahonia fortunei (Lindl.) Fedde,109.656606,27.19924
Mahonia bealei (Fort.) Carr.,109.656606,27.19924
Mahonia bealei (Fort.) Carr.,105.833468,27.177146
Mahonia eurybracteata Fedde.,108.15,27.15
Mahonia fortunei Hort. ex Dippel,114.980967,27.109694
Mahonia bealei (Fort.) Carr.,114.980967,27.109694
Mahonia bealei (Fort.) Carr.,119.518384,27.097162
Mahonia bealei (Fort.) Carr.,106.776312,27.094159
Mahonia fortunei (Lindl.) Fedde.,104.704577,27.086103
Mahonia fortunei (Lindl.) Fedde.,107.538497,27.054017
Mahonia gracilipes (Oliv.) Fedde.,107.538497,27.054017
Mahonia fortunei (Lindl.) Fedde,108.23,27.04
Mahonia fortunei (Lindl.) Fedde.,106.085137,27.029535
Mahonia fortunei (Lindl.) Fedde.,108.472798,27.014404
Mahonia bealei (Fort.) Carr.,108.472798,27.014404
Mahonia fortunei Fedde,107.016977,27.010902
Mahonia bealei Carr,107.016977,27.010902
Mahonia fortunei (Lindl.) Fedde,120.012574,26.948815
Mahonia bealei (Fortune) Carri√®re,112.345932,26.944124
Mahonia bealei (Fort.) Carr.,114.235616,26.941489
Mahonia conferta Takeda,102.092061,26.912
Mahonia fortunei (Lindl.) Fedde.,107.94022,26.908453
Mahonia bealei (Fort.) Carr,107.94022,26.908453
Mahonia bealei (Fort.) Carr.,109.156094,26.902274
Mahonia conferta Takeda,102.934223,26.90053
Mahonia bealei (Fort.) Carr.,105.442382,26.893319
Mahonia bealei (Fort.) Carr.,117.159025,26.882204
Mahonia fortunei (Lindl.) Fedde,106.513611,26.84825
Mahonia fortunei (Lindl.) Fedde,106.924445,26.843055
Mahonia bealei (Fortune) Carri√®re,106.924445,26.843055
Mahonia microphylla Ying et G. R. Long,106.716139,26.835416
Mahonia fortunei (Lindl.) Fedde,106.716139,26.835416
Mahonia cardiophylla Ying et Boufford,104.285355,26.83361
Mahonia bealei (Fort.) Carr.,116.292547,26.827049
Mahonia fortunei (Lindl.) Fedde,106.743333,26.818084
Mahonia bealei (Fort) Carr,106.743333,26.818084
Mahonia fortunei Hort. ex Dippel,110.609085,26.743997
Mahonia bealei (Fortune) Carri√®re,110.609085,26.743997
Mahonia bealei (Fort.) Carr.,114.4605556,26.71666667
Mahonia bealei (Fort.) Carr.,101.829452,26.705035
Mahonia bealei (Fort.) Carr,106.63765,26.692627
Mahonia longibracteata Takeda,102.251209,26.661954
Mahonia eurybracteata Fedde,108.068048,26.644416
Mahonia fortunei (Lindl.) Fedde.,106.694646,26.627232
Mahonia eurybracteata Fedde,106.694646,26.627232
Mahonia bealei (Fortune) Carri√®re,106.694646,26.627232
Mahonia fortunei (Lindl.) Fedde.,106.776527,26.623869
Mahonia gracilipes (Oliv.) Fedde.,108.361893,26.618899
Mahonia bealei (Fort.) Carr.,108.361893,26.618899
Mahonia cardiophylla Ying et Boufford,110.149773,26.568003
Mahonia bealei (Fort.) Carr.,110.149773,26.568003
Mahonia bealei (Fort.) Carr.,109.1755556,26.51777778
Mahonia fortunei (Lindl.) Fedde.,106.478792,26.515144
Mahonia bealei (Fort.) Carr.,106.478792,26.515144
Mahonia bealei (Fort.) Carr.,104.991585,26.513122
Mahonia bealei (Fort) Carr.,105.61,26.49
Mahonia eurybracteata Fedde,105.54368,26.46246
Mahonia fortunei (Lindl.) Fedde.,107.630619,26.456706
Mahonia bealei (Fort.) Carr,107.630619,26.456706
Mahonia bealei (Fort.) Carr.,108.25019,26.44424
Mahonia fortunei (Lindl.) Fedde,111.330442,26.437373
Mahonia bealei (Fortune) Carri√®re,111.330442,26.437373
Mahonia fortunei (Lindl.) Fedde,106.343499,26.428529
Mahonia eurybracteata Fedde,106.343499,26.428529
Mahonia fortunei (Lindl.) Fedde,106.988312,26.41586
Mahonia bealei Carr.,110.299214,26.407854
Mahonia fortunei (Lindl.) Fedde,108.077761,26.396916
Mahonia bealei (Fort.) Carr.,103.286817,26.391857
Mahonia fortunei (Lindl.) Fedde,105.5908333,26.37694444
Mahonia fortunei Hort. ex Dippel,110.785305,26.364908
Mahonia bealei (Fort.) Carr.,110.785305,26.364908
Mahonia eurybracteata Fedde,105.8533333,26.33555556
Mahonia bealei (Fortune) Carri√®re,114.49997,26.331174
Mahonia fortunei (Lindl.) Fedde,114.514242,26.3249604
Mahonia bealei,105.36244,26.29309
Mahonia fortunei (Lindl.) Fedde,107.551855,26.281409
Mahonia bealei (Fort.) Carr.,107.551855,26.281409
Mahonia bealei (Fort.) Carr.,105.5863889,26.25805556
Mahonia bealei (Fort.) Carr.,119.181597,26.237729
Mahonia bealei (Fort.) Carr.,108.101,26.224
Mahonia bealei (Fort.) Carr.,111.6311359,26.2218868
Mahonia eurybracteata Fedde,107.772514,26.20053
Mahonia bealei (Fort.) Carr.,110.5725,26.1975
Mahonia bealei (Fort.) Carr.,113.9991667,26.18638889
Mahonia bealei (Fortune) Carr.,106.633553,26.173233
Mahonia bealei (Fort.) Carr.,110.6838889,26.14888889
Mahonia fortunei (Lindl.) Fedde,106.15675,26.131834
Mahonia bealei Carr.,113.08919,26.127001
Mahonia bealei (Fort.) Carr.,110.0597222,26.09388889
Mahonia bealei,110.0597222,26.09
Mahonia fortunei (Lindl.) Fedde,119.390857,26.066669
Mahonia bealei (Fort.) Carr.,114.1922222,26.03833333
Mahonia bealei (Fort.) Carr.,105.740368,26.027213
Mahonia bealei (Fortune) Carri√®re,110.5999448,26.0053705
Mahonia bealei (Fortune) Carri√®re,110.5999447,26.0053704
Mahonia fortunei (Lindl.) Fedde,110.5999446,26.0053703
Mahonia bealei (Fort.) Carr.,110.5999446,26.0053703
Mahonia taronensis Hand. -Mazz.,98.66922,25.984638
Mahonia bealei (Fortune) Carri√®re,104.892814,25.983253
Mahonia bealei (Fortune) Carri√®re,109.6606056,25.944475
Mahonia bealei (Fort.) Carr.,114.0819444,25.93944444
Mahonia bealei (Fortune) Carri√®re,117.477798,25.938007
Mahonia bealei (Fort.) Carr.,111.129016,25.933042
Mahonia bealei (Fort.) Carr,114.0622222,25.91277778
Mahonia fortunei (Lindl.) Fedde,114.0508333,25.91222222
Mahonia bealei (Fort.) Carr.,114.0508333,25.91222222
Mahonia microphylla Ying & G. R. Long,109.1886111,25.90833333
Mahonia bealei (Fort.) Carr.,109.1886111,25.90833333
Mahonia bealei (Fort.) Carr.,109.1655556,25.89888889
Mahonia bealei (Fort.) Carr.,111.0099471,25.8979416
Mahonia fortunei (Lindl.) Fedde.,106.06,25.87
Mahonia bealei (Fort.) Carr.,106.06,25.87
Mahonia fortunei (Lindl.) Fedde.,105.5377778,25.84416667
Mahonia bealei (Fort.) Carr.,105.5377778,25.84416667
Mahonia fortunei Hort. ex Dippel,114.560273,25.808995
Mahonia bealei (Fortune) Carri√®re,114.560273,25.808995
Mahonia fortunei (Lindl.) Fedde,110.3019556,25.79894167
Mahonia fortunei Hort. ex Dippel,107.279551,25.783704
Mahonia bealei (Fort.) Carr.,107.279551,25.783704
Mahonia fortunei (Lindl.) Fedde,114.1263889,25.77555556
Mahonia bealei (Fort.) Carr.,114.1263889,25.77555556
Mahonia bealei (Fort.) Carr.,108.4302778,25.77
Mahonia fortunei (Lindl.) Fedde,110.130755,25.768982
Mahonia cardiophylla Ying et Boufford,110.130755,25.768982
Mahonia bealei (Fortune) Carri√®re,110.130755,25.768982
Mahonia eurybracteata Fedde,110.3430556,25.76472222
Mahonia fortunei (Lindl.) Fedde,108.4302778,25.76
Mahonia fortunei (Lindl.) Fedde.,108.3933333,25.74861111
Mahonia bealei (Fort.) Carr.,108.3933333,25.74861111
Mahonia bealei (Fort.) Carr.,110.0400066,25.7421527
Mahonia retinervis P. G. Xiao & Y. S. Wang,110.11,25.74027778
Mahonia retinervis,110.11,25.74
Mahonia bealei (Fortune) Carri√®re,116.789769,25.707223
Mahonia fortunei (Lindl.) Fedde,114.30827,25.6818818
Mahonia fortunei (Lindl.) Fedde,114.30307,25.674402
Mahonia bealei (Fortune) Carri√®re,114.30307,25.674402
Mahonia longibracteata Takeda.,99.963841,25.64894
Mahonia fortunei (Lindl.) Fedde,110.6283472,25.62713889
Mahonia bealei (Fort.) Carr.,110.6283472,25.62713889
Mahonia longibracteata Takeda,100.207893,25.605091
Mahonia fortunei (Lindl.) Fedde,110.585686,25.6016797
Mahonia bealei (Fort.) Carr.,110.585686,25.6016797
Mahonia fortunei (Lindl.) Fedde,106.1892639,25.59545
Mahonia fortunei (Lindl.) Fedde,112.304296,25.587947
Mahonia fortunei (Lindl.) Fedde,107.62,25.58
Mahonia cardiophylla Ying et Boufford,109.2133333,25.57694444
Mahonia bealei (Fort.) Carr.,107.61,25.57
Mahonia bealei (Fort.) Carr.,115.797339,25.565113
Mahonia bealei (Fort.) Carr.,103.286,25.564675
Mahonia fortunei (Lindl.) Fedde,110.791773,25.553173
Mahonia bealei (Fort.) Carr.,110.791773,25.553173
Mahonia bealei (Fort.) Carr.,110.9577778,25.52305556
Mahonia bealei (Fort.) Carr.,111.305,25.49277778
Mahonia fortunei (Lindl.) Fedde,107.46,25.45
Mahonia bealei (Fort.) Carr.,114.370704,25.438182
Mahonia eurybracteata Fedde,105.6355556,25.43777778
Mahonia gracilipes (Oliv.) Fedde.,105.6355556,25.43777778
Mahonia bealei (Fortune) Carri√®re,116.76387,25.432448
Mahonia bealei (Fort.) Carr.,108.5222222,25.41916667
Mahonia fortunei (Lindl.) Fedde,110.41648,25.418943
Mahonia bealei (Fortune) Carri√®re,110.41648,25.418943
Mahonia bealei (Fort.) Carr.,106.809145,25.412301
Mahonia cardiophylla T.S.Ying & Boufford,112.897411,25.406496
Mahonia bealei (Fort.) Carr.,112.897411,25.406496
Mahonia fortunei (Lindl.) Fedde,107.891684,25.402737
Mahonia eurybracteata Fedde,107.891684,25.402737
Mahonia bealei (Fort.) Carr.,107.891684,25.402737
Mahonia bealei (Fort.) Carr.,108.5216667,25.35666667
Mahonia bealei (Fort.Ôº?Carr,110.2939,25.2856
Mahonia fortunei (Lindl.Ôº?Fedde,110.3042,25.2831
Mahonia bealei (Fort.) Carr.,110.72,25.28
Mahonia fortunei (Lindl.) Fedde,110.0505316,25.2550887
Mahonia bealei (Fort.) Carr.,110.0505316,25.2550887
Mahonia bealei (Fort.) Carr.,109.7024,25.246
Mahonia microphylla T.S.Ying & G.R.Long,109.7023,25.2459
Mahonia microphylla T.S.Ying & G.R.Long,109.7022,25.2458
Mahonia fortunei (Lindl.) Fedde,109.7022,25.2458
Mahonia bealei (Fort.) Carr,109.7025,25.2444
Mahonia bealei (Fort.) Carr.,110.261127,25.243518
Mahonia bealei (Fort.Ôº?Carr.,107.5611,25.2428
Mahonia fortunei (Lindl.) Fedde,113.2173085,25.2284501
Mahonia bealei (Fort.) Carr.,113.2173085,25.2284501
Mahonia bealei (Fortune) Carri√®re,110.233917,25.227842
Mahonia fortunei (Lindl.Ôº?Fedde,107.4361,25.2139
Mahonia fortunei (Nees) Kuntze,111.511864,25.183239
Mahonia microphylla Ying et G. R. Long,105.59,25.17
Mahonia microphylla T. S. Ying et G. R. Long,109.77,25.16
Mahonia bealei (Fort.) Carr.,109.167344,25.142653
Mahonia fortunei (Lindl.) Fedde,99.142719,25.126494
Mahonia longibracteata Takeda.,99.142719,25.126494
Mahonia bealei (Fort.) Carr.,115.34364,25.122069
Mahonia bealei (Fort.) Carr.,115.427003,25.118928
Mahonia cardiophylla T.S.Ying & Boufford,108.7753611,25.10594444
Mahonia bealei (Fort.) Carr.,108.7753611,25.10594444
Mahonia eurybracteata Fedde,108.5104722,25.10375
Mahonia eurybracteata Fedde,108.5104444,25.10373611
Mahonia conferta Takeda,105.43,25.1
Mahonia eurybracteata Fedde,105.43,25.1
Mahonia gracilipes (Oliv.) Fedde.,105.43,25.1
Mahonia bealei (Fort.) Carr.,105.43,25.1
Mahonia fortunei (Lindl.) Fedde,109.115958,25.087524
Mahonia bealei (Fort.) Carr.,117.114857,25.077293
Mahonia fortunei (Lindl.) Fedde,117.007347,25.07258
Mahonia fortunei (Lindl.) Fedde,116.489681,25.055832
Mahonia bealei (Fortune) Carri√®re,116.489681,25.055832
Mahonia bealei (Fort.) Carr.,113.724974,25.043323
Mahonia bealei (Fort.) Carr.,117.661322,25.042284
Mahonia microphylla T. S. Ying et G. R. Long,109.6289,25.0317
Mahonia microphylla T. S. Ying et G. R. Long,109.6507583,25.01325556
Mahonia microphylla T. S. Ying et G. R. Long,109.65,25.01
Mahonia fortunei (Lindl.) Fedde,107.485964,25.007787
Mahonia bealei (Fortune) Carri√®re,115.624199,24.978093
Mahonia conferta Takeda,98.737778,24.959167
Mahonia longibracteata Takeda.,98.737778,24.959167
Mahonia bealei (Fortune) Carri√®re,112.93057,24.942264
Mahonia fortunei (Lindl.) Fedde,114.789812,24.9111062
Mahonia fortunei (Lindl.) Fedde,118.159171,24.8929
Mahonia fortunei (Lindl.) Fedde,118.15917,24.8928
Mahonia fortunei Hort. ex Dippel,118.159169,24.8927
Mahonia fortunei (Lindl.) Fedde,118.159168,24.8926
Mahonia fortunei (Lindl.) Fedde,118.159167,24.8925
Mahonia bealei (Fortune) Carriere,118.113369,24.881122
Mahonia fortunei (Lindley) Fedde,118.126167,24.879306
Mahonia bealei (Fort.) Carr.,110.4515221,24.846285
Mahonia bealei (Fort.) Carr.,110.451522,24.846284
Mahonia bealei (Fort.) Carr.,110.4515219,24.846283
Mahonia bealei (Fortune) Carriere,117.970528,24.830792
Mahonia fortunei (Lindl.) Fedde,113.086387,24.793094
Mahonia bealei (Fort.) Carr.,113.086387,24.793094
Mahonia bealei (Fort.) Carr.,112.242923,24.734961
Mahonia fortunei (Lindl.) Fedde,110.8552778,24.73138889
Mahonia fortunei (Lindl.) Fedde,110.86,24.73
Mahonia conferta Takeda,98.3285,24.69897222
Mahonia fortunei (Lindl.) Fedde,105.3346717,24.6812301
Mahonia fortunei (Lindl.) Fedde,110.568383,24.679827
Mahonia bealei (Fort.) Carr.,110.568383,24.679827
Mahonia eurybracteata Fedde,105.2352,24.6606
Mahonia fortunei (Lindl.) Fedde,111.371675,24.616062
Mahonia decipiens Schneid.,105.4469,24.6143
Mahonia bealei (Fort.) Carr.,99.956835,24.603557
Mahonia fortunei (Lindl.) Fedde,115.964737,24.570048
Mahonia bealei (Fort.) Carr.,115.964737,24.570048
Mahonia cardiophylla Ying et Boufford,105.6586,24.568
Mahonia conferta Takeda,98.96391667,24.56111111
Mahonia bealei (Fort.) Carr.,98.96391667,24.56111111
Mahonia fortunei (Lindl.) Fedde,117.770287,24.539706
Mahonia bealei (Fort.) Carr.,117.770287,24.539706
Mahonia bealei (Fort.) Carr.,106.991322,24.5387983
Mahonia fortunei (Lindl.) Fedde,103.766198,24.530937
Mahonia bealei (Fortune) Carri√®re,117.335273,24.489023
Mahonia bealei (Fort.) Carr.,112.626495,24.4666724
Mahonia bealei (Fort.) Carr.,112.626494,24.4666723
Mahonia bealei (Fort.) Carr.,112.626493,24.4666722
Mahonia retinervis P. G. Xiao et Y. S. Wang,100.7014389,24.46644444
Mahonia bealei (Fort.) Carr.,114.882782,24.465356
Mahonia fortunei (Lindl.) Fedde,118.083,24.45
Mahonia bealei (Fort.) Carr.,118.083,24.45
Mahonia bealei (Fort.) Carr.,100.821813,24.443706
Mahonia bealei (Fort.) Carr.,113.9878213,24.3990481
Mahonia retinervis Hsiao et Y. S. Wang,106.6333866,24.3929022
Mahonia fortunei (Lindl.) Fedde,111.555127,24.375487
Mahonia fortunei (Lindl.)Fedde,116.73375,24.33792
Mahonia fortunei (Lindl.) Fedde,116.265796,24.258601
Mahonia bealei (Fort.) Carr.,116.265796,24.258601
Mahonia bealei (Fort.) Carr.,110.785953,24.237068
Mahonia bealei (Fortune) Carri√®re,117.676782,24.199161
Mahonia bealei (Fort.) Carr.,113.527922,24.181177
Mahonia bealei Carr,110.181132,24.064278
Mahonia conferta Takeda,99.255302,24.036753
Mahonia longibracteata Takeda.,103.239629,23.720173
Mahonia bealei (Fort.) Carr.,117.193484,23.670726
Mahonia retinervis Hsiao et Y. S. Wang,108.232005,23.6364063
Mahonia retinervis P. G. Xiao et Y. S. Wang,108.2320049,23.6364062
Mahonia retinervis Hsiao et Y. S. Wang,108.2320048,23.6364061
Mahonia retinervis Hsiao & Y. S. Wang,108.2320047,23.636406
Mahonia eurybracteata Fedde,108.2320046,23.6364059
Mahonia microphylla Ying et G. R. Long,105.640369,23.62105
Mahonia bealei (Fort.) Carr.,110.464565,23.579691
Mahonia bealei (Fort.) Carr.,100.686456,23.496046
Mahonia retinervis Hsiao et Y. S. Wang,104.663003,23.453615
Mahonia bealei (Fort.) Carr.,104.663003,23.453615
Mahonia longibracteata Takeda,102.6833333,23.38333333
Mahonia longibracteata Takeda,103.910858,23.354986
Mahonia cardiophylla T.S.Ying & Boufford,103.976442,23.278244
Mahonia bealei (Fortune) Carriere,103.976442,23.278244
Mahonia bealei (Fort.) Carr.,108.76533,23.2415
Mahonia fortunei (Lindl.) Fedde,113.290976,23.178665
Mahonia fortunei (Lindl.) Fedde,104.754997,23.129168
Mahonia fortunei (Lindl.) Fedde,104.830002,23.119972
Mahonia retinervis P.G.Xiao & Y.S.Wang,104.701504,23.115898
Mahonia conferta Takeda,103.199125,22.797555
Mahonia fortunei (Lindl.) Fedde,108.36483,22.77863
Mahonia bealei (Fort.) Carr.,108.36483,22.77863
Mahonia bealei (Fort.) Carr.,99.590299,22.666397
Mahonia fortunei (Lindl.) Fedde,101.6666667,22.36666667
Mahonia longibracteata Takeda,104.7166667,22.36666667
Mahonia bealei (Fort.) Carr.,99.613961,22.353759
Mahonia fortunei (Lindl.) Fedde,110.192846,22.31358
Mahonia bealei (Fortune) Carri√®re,101.25,21.41
Mahonia fortunei (Lindl.) Fedde,110.200392,20.009457
Mahonia fortunei (Lindl.) Fedde,110.422239,18.816973
Mahonia bealei (Fort.) Carr.,110.422239,18.816973
