scientificName,decimalLatitude,decimalLongitude
Berberis oiwakensis (Hayata) Laferr.,23.541412,120.605675
Berberis oiwakensis (Hayata) Laferr.,23.558972,120.598725
Berberis oiwakensis (Hayata) Laferr.,23.558972,120.598725
Mahonia philippinensis Takeda,16.401337,120.587844
Berberis bealei Fortune,31.27136,120.43429
Mahonia bodinierii Gagnep.,27.643456,120.374912
Mahonia bodinierii Gagnep.,27.643456,120.374912
Mahonia oiwakensis Hayata,24.374367,120.3353
Mahonia oiwakensis Hayata,24.374367,120.3353
Mahonia fortunei (Lindl.) Fedde,30.27,120.17
Berberis fortunei Lindl.,30.221042,120.004542
Mahonia bealei (Fortune) Carri¨¨re,30.32,119.99
Mahonia bealei (Fortune) Carri¨¨re,29.57,118.87
Berberis bealei Fortune,32.059284,118.828681
Berberis bealei Fortune,32.05883,118.828532
Berberis fortunei Lindl.,32.078916,118.809295
Mahonia bealei (Fortune) Carri¨¨re,29.13,118.41
Mahonia bealei (Fortune) Carri¨¨re,29.78,118.18
Mahonia fortunei (Lindl.) Fedde,24.47,118.08
Mahonia bealei (Fortune) Carri¨¨re,29.247988,117.862004
Mahonia bealei (Fortune) Carri¨¨re,29.24,117.86
Mahonia bealei (Fortune) Carri¨¨re,24.02,117.72
Mahonia bealei (Fortune) Carri¨¨re,26.72,117.47
Mahonia bealei (Fortune) Carri¨¨re,29.534772,117.373176
Mahonia bealei (Fortune) Carri¨¨re,29.53,117.37
Mahonia bealei (Fortune) Carri¨¨re,25.959029,117.359304
Mahonia bodinierii Gagnep.,25.885558,116.027126
Mahonia bodinierii Gagnep.,25.885558,116.027126
Mahonia bealei (Fortune) Carri¨¨re,29.61015,115.998105
Mahonia bealei (Fortune) Carri¨¨re,24.95,115.65
Mahonia bodinierii Gagnep.,25.136922,115.393921
Mahonia bodinierii Gagnep.,25.136922,115.393921
Mahonia bodinierii Gagnep.,25.13,115.39
Mahonia bodinierii Gagnep.,25.13,115.39
Mahonia bealei (Fortune) Carri¨¨re,28.7,115.38
Mahonia bodinierii Gagnep.,26.337942,115.363193
Mahonia bodinierii Gagnep.,26.337942,115.363193
Mahonia bodinierii Gagnep.,26.33,115.36
Mahonia bodinierii Gagnep.,26.33,115.36
Mahonia bealei (Fortune) Carri¨¨re,29.326488,114.963105
Mahonia bealei (Fortune) Carri¨¨re,29.326488,114.963104
Mahonia conferta Takeda,29.326488,114.963104
Mahonia fortunei (Lindl.) Fedde,27.04,114.9
Mahonia fortunei (Lindl.) Fedde,24.911106,114.789812
Mahonia bealei (Fortune) Carri¨¨re,28.385228,114.780982
Mahonia fortunei (Lindl.) Fedde,28.385228,114.780982
Mahonia conferta Takeda,28.385228,114.780982
Mahonia fortunei (Lindl.) Fedde,28.38,114.78
Mahonia bodinierii Gagnep.,27.392869,114.619889
Mahonia fortunei (Lindl.) Fedde,27.392869,114.619889
Mahonia bodinierii Gagnep.,27.392869,114.619889
Mahonia bodinierii Gagnep.,24.742369,114.530131
Mahonia bodinierii Gagnep.,24.742369,114.530131
Mahonia bodinierii Gagnep.,25.79,114.53
Mahonia bealei (Fortune) Carri¨¨re,25.79,114.53
Mahonia fortunei (Lindl.) Fedde,25.79,114.53
Mahonia bodinierii Gagnep.,25.79,114.53
Mahonia bodinierii Gagnep.,26.32496,114.514242
Mahonia fortunei (Lindl.) Fedde,26.32496,114.514242
Mahonia bodinierii Gagnep.,26.32496,114.514242
Mahonia fortunei (Lindl.) Fedde,28.1,114.44
Mahonia bealei (Fortune) Carri¨¨re,29.010101,114.412629
Mahonia fortunei (Lindl.) Fedde,28.52075,114.37098
Mahonia bodinierii Gagnep.,25.395202,114.358084
Mahonia bodinierii Gagnep.,25.395202,114.358084
Mahonia fortunei (Lindl.) Fedde,25.681882,114.30827
Mahonia bealei (Fortune) Carri¨¨re,25.68,114.3
Berberis fortunei Lindl.,22.264361,114.249732
Mahonia bodinierii Gagnep.,26.945237,114.242674
Mahonia bodinierii Gagnep.,26.945237,114.242674
Berberis oiwakensis (Hayata) Laferr.,22.283386,114.148431
Berberis oiwakensis (Hayata) Laferr.,22.283386,114.148431
Mahonia bodinierii Gagnep.,26.58,114.1
Mahonia bodinierii Gagnep.,26.58,114.1
Berberis bealei Fortune,28.388246,114.08942
Mahonia bealei (Fortune) Carri¨¨re,24.399048,113.987821
Berberis oiwakensis (Hayata) Laferr.,22.25411,113.952851
Berberis oiwakensis (Hayata) Laferr.,22.25411,113.952851
Mahonia bodinierii Gagnep.,27.622868,113.854676
Mahonia bodinierii Gagnep.,27.622868,113.854676
Mahonia bodinierii Gagnep.,25.12,113.77
Mahonia bodinierii Gagnep.,25.12,113.77
Mahonia fortunei (Lindl.) Fedde,23.127041,113.341527
Mahonia bodinierii Gagnep.,25.22845,113.217309
Mahonia bealei (Fortune) Carri¨¨re,25.22845,113.217309
Mahonia bodinierii Gagnep.,25.22845,113.217309
Mahonia bealei (Fortune) Carri¨¨re,24.813781,113.184435
Mahonia bealei (Fortune) Carri¨¨re,25.39996,112.948819
Mahonia bealei (Fortune) Carri¨¨re,27.221519,112.805557
Mahonia bodinierii Gagnep.,24.466672,112.626493
Mahonia bealei (Fortune) Carri¨¨re,24.466672,112.626493
Mahonia bodinierii Gagnep.,24.466672,112.626493
Mahonia bealei (Fortune) Carri¨¨re,26.221887,111.631136
Mahonia eurybracteata Fedde,29.42,111.13
Mahonia eurybracteata Fedde,29.69,111.02
Mahonia napaulensis DC.,29.69,111.02
Mahonia bealei (Fortune) Carri¨¨re,25.897942,111.009947
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,30.166667,110.9
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,30.166667,110.9
Mahonia bealei (Fortune) Carri¨¨re,26.43,110.85
Mahonia bealei (Fortune) Carri¨¨re,31.33,110.78
Mahonia bealei (Fortune) Carri¨¨re,32.144677,110.712211
Mahonia bealei (Fortune) Carri¨¨re,26.72,110.63
Mahonia fortunei (Lindl.) Fedde,26.72,110.63
Mahonia bealei (Fortune) Carri¨¨re,26.00537,110.599945
Mahonia fortunei (Lindl.) Fedde,26.00537,110.599945
Mahonia bodinierii Gagnep.,25.60168,110.585686
Mahonia bealei (Fortune) Carri¨¨re,25.60168,110.585686
Mahonia fortunei (Lindl.) Fedde,25.60168,110.585686
Mahonia bodinierii Gagnep.,25.60168,110.585686
Mahonia eurybracteata Fedde,30.066667,110.583333
Mahonia bodinierii Gagnep.,25.6,110.58
Mahonia fortunei (Lindl.) Fedde,25.6,110.58
Mahonia bodinierii Gagnep.,25.6,110.58
Mahonia bealei (Fortune) Carri¨¨re,24.846283,110.451522
Mahonia fortunei (Lindl.) Fedde,25.405097,110.440546
Mahonia bodinierii Gagnep.,25.175621,110.351669
Mahonia bodinierii Gagnep.,25.175621,110.351669
Mahonia bodinierii Gagnep.,25.17,110.35
Mahonia bodinierii Gagnep.,25.17,110.35
Mahonia nitens C.K.Schneid.,25.17,110.35
Mahonia nitens C.K.Schneid.,25.17,110.35
Mahonia eurybracteata Fedde,31.04,110.34
Mahonia nitens C.K.Schneid.,22.238806,110.264143
Mahonia nitens C.K.Schneid.,22.238806,110.264143
Mahonia veitchiorum (Hemsl. & E.H.Wilson) C.K.Schneid.,29.39,110.16
Mahonia ganpinensis (H.L¨¦v.) Fedde,29.39,110.16
Mahonia bealei (Fortune) Carri¨¨re,29.39,110.16
Mahonia ganpinensis (H.L¨¦v.) Fedde,29.39,110.16
Mahonia bodinierii Gagnep.,25.255089,110.050532
Mahonia bealei (Fortune) Carri¨¨re,25.255089,110.050532
Mahonia fortunei (Lindl.) Fedde,25.255089,110.050532
Mahonia bodinierii Gagnep.,25.255089,110.050532
Mahonia bodinierii Gagnep.,25.25,110.05
Mahonia bealei (Fortune) Carri¨¨re,25.25,110.05
Mahonia bodinierii Gagnep.,25.25,110.05
Mahonia bealei (Fortune) Carri¨¨re,25.742153,110.040007
Mahonia nitens C.K.Schneid.,25.742153,110.040007
Mahonia nitens C.K.Schneid.,25.742153,110.040007
Mahonia ganpinensis (H.L¨¦v.) Fedde,29,109.85
Mahonia bealei (Fortune) Carri¨¨re,29,109.85
Mahonia ganpinensis (H.L¨¦v.) Fedde,29,109.85
Mahonia eurybracteata Fedde,30.6,109.72
Mahonia eurybracteata Fedde,28.7,109.65
Mahonia bealei (Fortune) Carri¨¨re,31.370137,109.629918
Mahonia bodinierii Gagnep.,27.94,109.6
Mahonia bodinierii Gagnep.,27.94,109.6
Mahonia bodinierii Gagnep.,28.07,109.56
Mahonia bodinierii Gagnep.,28.07,109.56
Mahonia eurybracteata Fedde,29.99,109.48
Mahonia bealei (Fortune) Carri¨¨re,29.99,109.48
Mahonia eurybracteata Fedde,30.295026,109.479425
Mahonia ganpinensis (H.L¨¦v.) Fedde,30.29,109.47
Mahonia ganpinensis (H.L¨¦v.) Fedde,30.29,109.47
Mahonia bealei (Fortune) Carri¨¨re,31.05468,109.411179
Mahonia eurybracteata Fedde,31.05,109.41
Mahonia eurybracteata Fedde,29.49,109.4
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,29.49,109.4
Mahonia bealei (Fortune) Carri¨¨re,32.38,109.36
Mahonia bodinierii Gagnep.,28.15,109.2
Mahonia fargesii Takeda,28.15,109.2
Mahonia eurybracteata Fedde,28.15,109.2
Mahonia bodinierii Gagnep.,28.15,109.2
Mahonia confusa Sprague,29.67,109.15
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,30.083333,109.066667
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,30.083333,109.066667
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,30.29,108.93
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,30.29,108.93
Mahonia veitchiorum (Hemsl. & E.H.Wilson) C.K.Schneid.,27.69,108.85
Mahonia bodinierii Gagnep.,27.69,108.85
Mahonia eurybracteata Fedde,27.69,108.85
Mahonia bodinierii Gagnep.,27.69,108.85
Mahonia ganpinensis (H.L¨¦v.) Fedde,29.365795,108.687476
Mahonia ganpinensis (H.L¨¦v.) Fedde,29.365795,108.687476
Mahonia napaulensis DC.,12.1375,108.676111
Mahonia fortunei (Lindl.) Fedde,28.890891,108.658379
Mahonia morrisonensis Takeda,28.890891,108.658379
Mahonia morrisonensis Takeda,28.890891,108.658379
Mahonia napaulensis DC.,12.13333,108.65
Mahonia confusa Sprague,31.824099,108.629497
Mahonia eurybracteata Fedde,31.82,108.62
Mahonia polyodonta Fedde,27.99,108.4
Mahonia bodinierii Gagnep.,27.99,108.4
Mahonia bodinierii Gagnep.,27.99,108.4
Mahonia duclouxiana Gagnep.,25.107246,108.315175
Mahonia bealei (Fortune) Carri¨¨re,33.31,108.31
Mahonia bealei (Fortune) Carri¨¨re,33.03,108.24
Mahonia eurybracteata Fedde,29.33,108.24
Mahonia eurybracteata Fedde,23.636406,108.232005
Mahonia retinervis P.K.Hsiao & Y.S.Wang,23.636406,108.232005
Mahonia bodinierii Gagnep.,27.51,108.23
Mahonia bodinierii Gagnep.,27.51,108.23
Mahonia bealei (Fortune) Carri¨¨re,33.981028,108.20147
Mahonia bodinierii Gagnep.,27.03,108.19
Mahonia bodinierii Gagnep.,27.03,108.19
Mahonia bodinierii Gagnep.,30.023401,108.185012
Mahonia bealei (Fortune) Carri¨¨re,30.023401,108.185012
Mahonia bodinierii Gagnep.,30.023401,108.185012
Mahonia fargesii Takeda,30.02,108.18
Mahonia bodinierii Gagnep.,28.26,108.11
Mahonia eurybracteata Fedde,28.26,108.11
Mahonia bodinierii Gagnep.,28.26,108.11
Mahonia confusa Sprague,32.068138,108.0416
Mahonia bealei (Fortune) Carri¨¨re,32.06,108.04
Mahonia confusa Sprague,30.317053,107.890946
Mahonia morrisonensis Takeda,30.317053,107.890946
Mahonia morrisonensis Takeda,30.317053,107.890946
Mahonia bealei (Fortune) Carri¨¨re,34.15745,107.843975
Mahonia bealei (Fortune) Carri¨¨re,30.00641,107.79547
Mahonia bealei (Fortune) Carri¨¨re,30,107.79
Mahonia fargesii Takeda,29.35,107.61
Mahonia bealei (Fortune) Carri¨¨re,33.222857,107.545509
Mahonia nitens C.K.Schneid.,25.594607,107.543621
Mahonia nitens C.K.Schneid.,25.594607,107.543621
Mahonia bealei (Fortune) Carri¨¨re,33.22,107.54
Mahonia duclouxiana Gagnep.,25.59,107.54
Mahonia nitens C.K.Schneid.,27.748854,107.465644
Mahonia nitens C.K.Schneid.,27.748854,107.465644
Mahonia bodinierii Gagnep.,27.74,107.46
Mahonia bodinierii Gagnep.,27.74,107.46
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,27.17,107.4
Mahonia duclouxiana Gagnep.,27.17,107.4
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,27.17,107.4
Mahonia eurybracteata Fedde,29.685946,107.287105
Mahonia bealei (Fortune) Carri¨¨re,29.685946,107.287105
Mahonia nitens C.K.Schneid.,29.685946,107.287105
Mahonia gracilipes (Oliv.) Fedde,29.685946,107.287105
Mahonia ganpinensis (H.L¨¦v.) Fedde,29.685946,107.287105
Mahonia nitens C.K.Schneid.,29.685946,107.287105
Mahonia polyodonta Fedde,29.5367,107.2833
Mahonia eurybracteata Fedde,29.5367,107.2833
Mahonia bealei (Fortune) Carri¨¨re,33.976206,107.249372
Mahonia fortunei (Lindl.) Fedde,25.798259,107.113963
Mahonia veitchiorum (Hemsl. & E.H.Wilson) C.K.Schneid.,29.157849,107.099276
Mahonia bodinierii Gagnep.,29.157849,107.099276
Mahonia eurybracteata Fedde,29.157849,107.099276
Mahonia bodinierii Gagnep.,29.157849,107.099276
Mahonia bealei (Fortune) Carri¨¨re,24.538798,106.991322
Mahonia bealei (Fortune) Carri¨¨re,33.15355,106.67304
Mahonia retinervis P.K.Hsiao & Y.S.Wang,24.392902,106.633387
Mahonia bodinierii Gagnep.,29.805032,106.395571
Mahonia ganpinensis (H.L¨¦v.) Fedde,29.805032,106.395571
Mahonia bodinierii Gagnep.,29.805032,106.395571
Mahonia ganpinensis (H.L¨¦v.) Fedde,29.805032,106.395571
Mahonia oiwakensis Hayata,26.67,106.33
Mahonia oiwakensis Hayata,26.67,106.33
Mahonia bealei (Fortune) Carri¨¨re,32.228921,106.289903
Mahonia napaulensis DC.,28.416667,106.2
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,28.32,106.2
Mahonia oiwakensis Hayata,28.32,106.2
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,28.32,106.2
Mahonia oiwakensis Hayata,28.32,106.2
Mahonia duclouxiana Gagnep.,25.25,106.17
Mahonia bealei (Fortune) Carri¨¨re,33.32,106.15
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,28.466667,106.133333
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,28.466667,106.133333
Mahonia bodinierii Gagnep.,31.732429,105.9348
Mahonia bodinierii Gagnep.,31.732429,105.9348
Mahonia duclouxiana Gagnep.,26.24,105.93
Mahonia bealei (Fortune) Carri¨¨re,32.435432,105.843358
Mahonia napaulensis DC.,22.73333,105.83333
Mahonia confusa Sprague,28.759223,105.787182
Mahonia napaulensis DC.,17.713889,105.765
Mahonia microphylla T.S.Ying & G.R.Long,23.625319,105.630906
Mahonia flavida C.K.Schneid.,23.625319,105.630906
Mahonia bealei (Fortune) Carri¨¨re,32.287722,105.524765
Mahonia fortunei (Lindl.) Fedde,29.108817,105.47257
Mahonia nitens C.K.Schneid.,25.13,105.39
Mahonia nitens C.K.Schneid.,25.13,105.39
Mahonia fortunei (Lindl.) Fedde,24.68123,105.334672
Mahonia nitens C.K.Schneid.,24.68123,105.334672
Mahonia nitens C.K.Schneid.,24.68123,105.334672
Mahonia napaulensis DC.,22.65805,105.32638
Mahonia flavida C.K.Schneid.,24.046484,105.055261
Mahonia napaulensis DC.,23.096944,105.016667
Mahonia oiwakensis Hayata,25.75,105
Mahonia oiwakensis Hayata,25.75,105
Mahonia nitens C.K.Schneid.,25.08,104.89
Mahonia nitens C.K.Schneid.,25.08,104.89
Mahonia bealei (Fortune) Carri¨¨re,32.94,104.68
Mahonia bealei (Fortune) Carri¨¨re,23.437468,104.672252
Mahonia confusa Sprague,28.114752,104.580735
Mahonia bealei (Fortune) Carri¨¨re,32.445845,104.553645
Mahonia oiwakensis Hayata,25.7,104.46
Mahonia oiwakensis Hayata,25.7,104.46
Mahonia bealei (Fortune) Carri¨¨re,31.893892,104.43684
Mahonia cardiophylla T.S.Ying & Boufford,23.363,104.250727
Mahonia duclouxiana Gagnep.,23.363,104.250727
Mahonia fortunei (Lindl.) Fedde,29.47037,103.701217
Mahonia veitchiorum (Hemsl. & E.H.Wilson) C.K.Schneid.,28.685449,103.676251
Mahonia polyodonta Fedde,28.230591,103.636769
Mahonia napaulensis DC.,22.409444,103.606389
Mahonia bealei (Fortune) Carri¨¨re,32.637983,103.59895
Mahonia gracilipes (Oliv.) Fedde,28.262715,103.571742
Mahonia fortunei (Lindl.) Fedde,29.777332,103.517325
Mahonia ganpinensis (H.L¨¦v.) Fedde,29.496119,103.398589
Mahonia fortunei (Lindl.) Fedde,29.496119,103.398589
Mahonia gracilipes (Oliv.) Fedde,29.496119,103.398589
Mahonia ganpinensis (H.L¨¦v.) Fedde,29.496119,103.398589
Mahonia eurybracteata Fedde,29.49,103.39
Mahonia fortunei (Lindl.) Fedde,29.49,103.39
Mahonia gracilipes (Oliv.) Fedde,29.49,103.39
Mahonia oiwakensis Hayata,26.41795,103.297362
Mahonia oiwakensis Hayata,26.41795,103.297362
Mahonia longibracteata Takeda,23.714286,103.267858
Mahonia duclouxiana Gagnep.,23.714286,103.267858
Mahonia bealei (Fortune) Carri¨¨re,31.084,103.267
Mahonia polyodonta Fedde,29.73797,103.231884
Mahonia bealei (Fortune) Carri¨¨re,29.73797,103.231884
Mahonia nitens C.K.Schneid.,29.73797,103.231884
Mahonia gracilipes (Oliv.) Fedde,29.73797,103.231884
Mahonia nitens C.K.Schneid.,29.73797,103.231884
Mahonia oiwakensis Hayata,26.088547,103.176727
Mahonia oiwakensis Hayata,26.088547,103.176727
Mahonia bealei (Fortune) Carri¨¨re,29.160369,103.148639
Mahonia oiwakensis Hayata,29.160369,103.148639
Mahonia oiwakensis Hayata,29.160369,103.148639
Mahonia conferta Takeda,22.792186,103.086573
Mahonia fortunei (Lindl.) Fedde,29.980513,103.013166
Mahonia duclouxiana Gagnep.,25.275367,103.003972
Mahonia duclouxiana Gagnep.,24.706769,102.928677
Mahonia fortunei (Lindl.) Fedde,30.144125,102.928376
Mahonia duclouxiana Gagnep.,23.219942,102.835218
Mahonia fortunei (Lindl.) Fedde,30.368117,102.81464
Mahonia bealei (Fortune) Carri¨¨re,30.36,102.81
Mahonia fortunei (Lindl.) Fedde,30.066708,102.758313
Mahonia fortunei (Lindl.) Fedde,30.06,102.75
Mahonia lomariifolia var. estylis C.Y.Wu ex S.Y.Bao,25.869611,102.593465
Mahonia duclouxiana Gagnep.,25.869611,102.593465
Mahonia lomariifolia var. estylis C.Y.Wu ex S.Y.Bao,25.869611,102.593465
Mahonia oiwakensis Hayata,25.371037,102.5797
Mahonia oiwakensis Hayata,25.371037,102.5797
Mahonia mairei Takeda,24.351925,102.546204
Mahonia cardiophylla T.S.Ying & Boufford,27.376188,102.539939
Mahonia duclouxiana Gagnep.,25.532528,102.404938
Mahonia polyodonta Fedde,29.22,102.35
Mahonia bealei (Fortune) Carri¨¨re,27.897245,102.265266
Mahonia fortunei (Lindl.) Fedde,24.271311,102.239789
Mahonia longibracteata Takeda,28.9072,102.226
Mahonia longibracteata Takeda,28.9072,102.2258
Mahonia oiwakensis Hayata,26.890689,102.110335
Mahonia oiwakensis Hayata,26.890689,102.110335
Mahonia duclouxiana Gagnep.,24.25111,101.865
Mahonia duclouxiana Gagnep.,24.688873,101.641935
Mahonia lomariifolia Takeda,27.928607,101.279419
Mahonia lomariifolia Takeda,27.928607,101.279419
Mahonia lomariifolia Takeda,27.928607,101.279419
Mahonia oiwakensis Hayata,27.92,101.27
Mahonia oiwakensis Hayata,27.92,101.27
Mahonia lomariifolia Takeda,24.615701,100.709787
Mahonia lomariifolia Takeda,24.615701,100.709787
Mahonia duclouxiana var. hilaica Ahrendt,24.615701,100.709787
Mahonia lomariifolia Takeda,24.615701,100.709787
Mahonia lomariifolia Takeda,25.827253,100.575146
Mahonia lomariifolia Takeda,25.827253,100.575146
Mahonia lomariifolia Takeda,25.827253,100.575146
Mahonia duclouxiana Gagnep.,24.852294,100.567817
Mahonia lomariifolia Takeda,29.037008,100.298406
Mahonia lomariifolia Takeda,29.037008,100.298406
Mahonia lomariifolia Takeda,29.037008,100.298406
Mahonia duclouxiana Gagnep.,26.876096,100.229945
Mahonia longibracteata Takeda,25.584234,100.222124
Mahonia duclouxiana Gagnep.,25.584234,100.222124
Mahonia duclouxiana Gagnep.,26.56023,100.17643
Mahonia longibracteata Takeda,25.670153,99.958012
Mahonia napaulensis DC.,25.670153,99.958012
Mahonia napaulensis DC.,22.555882,99.932102
Mahonia duclouxiana Gagnep.,22.555882,99.932102
Mahonia duclouxiana Gagnep.,24.580446,99.92854
Mahonia napaulensis DC.,19.133333,99.75
Mahonia lomariifolia Takeda,27.82308,99.706013
Mahonia lomariifolia Takeda,27.82308,99.706013
Mahonia lomariifolia Takeda,27.82308,99.706013
Mahonia salweenensis Ahrendt,25.885664,99.371048
Mahonia lomariifolia Takeda,27.177166,99.28717
Mahonia lomariifolia Takeda,27.177166,99.28717
Mahonia lomariifolia Takeda,27.177166,99.28717
Mahonia longibracteata Takeda,25.116213,99.162598
Mahonia lomariifolia Takeda,28.48611,98.911543
Mahonia lomariifolia Takeda,28.48611,98.911543
Mahonia lomariifolia Takeda,28.48611,98.911543
Mahonia oiwakensis Hayata,25.858345,98.902949
Mahonia oiwakensis Hayata,25.858345,98.902949
Mahonia siamensis Takeda,18.81625,98.891806
Mahonia napaulensis DC.,18.81625,98.891806
Mahonia siamensis Takeda,18.81625,98.891806
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,28.285278,98.864722
Mahonia eurybracteata subsp. ganpinensis (H.L¨¦v.) T.S.Ying & Boufford,28.285278,98.864722
Mahonia polyodonta Fedde,25.841921,98.857727
Mahonia napaulensis DC.,19.333333,98.833333
Mahonia lomariifolia Takeda,24.8308,98.7678
Mahonia lomariifolia Takeda,24.8308,98.7678
Mahonia lomariifolia Takeda,24.8308,98.7678
Mahonia oiwakensis Hayata,24.830833,98.767778
Mahonia oiwakensis Hayata,24.830833,98.767778
Mahonia duclouxiana Gagnep.,24.915556,98.756389
Mahonia lomariifolia Takeda,24.9486,98.7542
Mahonia lomariifolia Takeda,24.9486,98.7542
Mahonia lomariifolia Takeda,24.9486,98.7542
Mahonia oiwakensis Hayata,24.948611,98.754167
Mahonia oiwakensis Hayata,24.948611,98.754167
Mahonia lomariifolia Takeda,24.9483,98.7461
Mahonia lomariifolia Takeda,24.9483,98.7461
Mahonia lomariifolia Takeda,24.9483,98.7461
Mahonia bealei (Fortune) Carri¨¨re,24.58669,98.689166
Mahonia oiwakensis Hayata,24.58669,98.689166
Mahonia oiwakensis Hayata,24.58669,98.689166
Mahonia polyodonta Fedde,25.973333,98.6875
Mahonia taronensis Hand.-Mazz.,27.740736,98.66582
Mahonia bealei (Fortune) Carri¨¨re,27.740736,98.66582
Mahonia lomariifolia Takeda,27.740736,98.66582
Mahonia lomariifolia Takeda,27.740736,98.66582
Mahonia salweenensis Ahrendt,27.740736,98.66582
Mahonia lomariifolia Takeda,27.740736,98.66582
Mahonia napaulensis DC.,27.983889,98.661667
Mahonia taronensis Hand.-Mazz.,27.6244,98.6331
Mahonia taronensis Hand.-Mazz.,27.624444,98.633056
Mahonia polyodonta Fedde,27.765833,98.603333
Mahonia oiwakensis Hayata,29.679906,98.593111
Mahonia oiwakensis Hayata,29.679906,98.593111
Mahonia napaulensis DC.,24.433739,98.588637
Mahonia eurybracteata Fedde,27.790556,98.534722
Mahonia polyodonta Fedde,27.715,98.502222
Mahonia eurybracteata Fedde,27.715,98.502222
Mahonia polyodonta Fedde,27.715,98.5022
Mahonia longibracteata Takeda,25.020615,98.490007
Mahonia duclouxiana Gagnep.,19.416667,98.3
Mahonia polyodonta Fedde,25.543333,98.222222
Mahonia oiwakensis Hayata,28.416667,97.916667
Mahonia oiwakensis Hayata,28.416667,97.916667
Mahonia oiwakensis Hayata,24.182962,97.792107
Mahonia oiwakensis Hayata,24.182962,97.792107
Mahonia napaulensis DC.,28.66,97.46
Berberis napaulensis (DC.) Laferr.,28.25,96
Mahonia calamicaulis subsp. kingdon-wardiana (Ahrendt) T.S.Ying & Boufford,29.85,95.76
Mahonia napaulensis DC.,29.85,95.76
Mahonia duclouxiana Gagnep.,29.85,95.76
Mahonia taronensis Hand.-Mazz.,29.32,95.33
Mahonia calamicaulis subsp. kingdon-wardiana (Ahrendt) T.S.Ying & Boufford,29.32,95.33
Mahonia napaulensis DC.,29.32,95.33
